-0.353393	-0.353393	1.202898	1.172024	-0.173517	2.950732	0.107236	1	0	0
0.086237	0.329131	0.129685	0.086237	0.616919	2.954646	0.753710	3	0	1
0.138033	0.138033	1.854935	0.515824	0.504993	1.416897	0.625842	1	0	2
-0.474107	-0.474107	1.234604	1.161626	-0.175690	1.858048	-0.083474	1	0	3
0.049921	0.400661	0.205712	0.049921	0.750431	3.446590	0.794805	3	0	4
-0.435644	-0.435644	1.047829	0.572853	-0.425917	2.010130	-0.057417	1	0	5
-0.302362	-0.302362	1.158366	0.466513	-0.134407	2.811338	0.014837	1	0	6
-1.087777	1.049916	-1.087777	-0.901367	1.081364	3.350472	1.558773	2	1	1
-0.615892	-0.517705	0.918568	0.078449	-0.615892	1.617163	-0.382525	4	1	2
-0.115183	0.268428	0.084423	-0.115183	0.196381	2.623794	0.145423	3	1	3
-0.999794	1.250480	-0.999794	-0.924961	1.273901	3.720457	1.224481	2	1	4
-0.144021	0.281451	-0.144021	-0.050265	0.099000	2.379155	0.403498	2	1	5
0.077245	0.322776	0.077245	0.099377	0.593071	2.940099	0.532063	2	1	6
-0.215181	0.456281	2.257119	1.231831	0.713750	-0.215181	1.347046	5	2	2
0.066496	0.066496	1.918084	1.257425	0.490370	0.891645	0.621457	1	2	3
-0.568883	-0.568883	0.993269	0.813743	-0.565368	2.004102	-0.217717	1	2	4
0.111696	0.111696	1.811411	0.591966	0.240765	0.622100	0.586656	1	2	5
0.159500	0.159500	1.814732	1.054485	0.574328	1.338600	0.574922	1	2	6
-0.636843	-0.636843	1.294879	1.145149	-0.155373	1.821422	-0.217429	1	3	3
0.080230	0.183696	0.164244	0.080230	0.298579	2.255742	0.828054	3	3	4
-0.545945	-0.545945	1.052653	0.468759	-0.414504	1.753700	-0.195002	1	3	5
-0.419898	-0.419898	1.188185	0.530146	-0.132492	1.884832	-0.081031	1	3	6
-0.961272	1.410424	-0.912641	-0.961272	1.403810	4.113460	1.895191	3	4	4
-0.077153	0.346149	-0.052590	-0.077153	0.199470	2.755375	0.473208	3	4	5
0.071516	0.376591	0.153735	0.071516	0.713084	3.408643	0.592975	3	4	6
-0.771055	-0.521194	0.744418	0.787367	-0.771055	1.290565	-0.197414	4	5	5
-0.388759	-0.373371	1.003957	0.309239	-0.388759	2.016775	-0.195831	4	5	6
-0.254239	-0.254239	1.112224	1.141295	-0.102107	2.781762	0.206451	1	6	6
