-54.0355	-54.0355	-55.0642	-55.0951	-53.8557	-48.1464	-53.5749	1	0	0
-54.1156	-51.2878	-54.0722	-54.1156	-51.0000	-46.0772	-50.8632	3	0	1
-48.1122	-48.1122	-50.2728	-51.6119	-49.0377	-45.5408	-48.9169	1	0	2
-46.7051	-46.7051	-47.5814	-47.6544	-46.4067	-41.7880	-46.3145	1	0	3
-55.0944	-52.1587	-54.9386	-55.0944	-51.8089	-46.5277	-51.7645	3	0	4
-50.7750	-50.7750	-51.8766	-52.3515	-50.7653	-45.7443	-50.3968	1	0	5
-51.6657	-51.6657	-52.7900	-53.4819	-51.4978	-45.9670	-51.3485	1	0	6
-53.2244	-48.5017	-53.2244	-53.0380	-48.4703	-43.6162	-47.9929	2	1	1
-48.0933	-47.9952	-49.1439	-49.9840	-48.0933	-43.2753	-47.8600	4	1	2
-46.8659	-43.8973	-46.6663	-46.8659	-43.9694	-38.9570	-44.0203	3	1	3
-54.0789	-49.2436	-54.0789	-54.0040	-49.2202	-44.1886	-49.2696	2	1	4
-51.0031	-47.9927	-51.0031	-50.9094	-48.1751	-43.3100	-47.8706	2	1	5
-51.8059	-48.9753	-51.8059	-51.7837	-48.7051	-43.7730	-48.7661	2	1	6
-43.0335	-44.2662	-45.7312	-46.7564	-44.6895	-43.0335	-44.0562	5	2	2
-40.7326	-40.7326	-42.7585	-43.4192	-41.6012	-38.6149	-41.4701	1	2	3
-48.9888	-48.9888	-50.0116	-50.1912	-48.9853	-43.8308	-48.6376	1	2	4
-44.7958	-44.7958	-46.9735	-48.1930	-45.9592	-42.9929	-45.6133	1	2	5
-45.7719	-45.7719	-47.9942	-48.7545	-46.6496	-43.3003	-46.6490	1	2	6
-39.4167	-39.4167	-40.0700	-40.2197	-38.9353	-34.3735	-38.9973	1	3	3
-47.6130	-44.9245	-47.5290	-47.6130	-44.8096	-40.2675	-44.2801	3	3	4
-43.4342	-43.4342	-44.4206	-45.0045	-43.3028	-38.5496	-43.0833	1	3	5
-44.3321	-44.3321	-45.3091	-45.9671	-44.0447	-39.4424	-43.9933	1	3	6
-54.9828	-50.0261	-54.9342	-54.9828	-50.0327	-44.7381	-49.5413	3	4	4
-51.8787	-48.8704	-51.8542	-51.8787	-49.0171	-43.8762	-48.7434	3	4	5
-52.7541	-49.8640	-52.6718	-52.7541	-49.5275	-44.2469	-49.6476	3	4	6
-47.7677	-47.5178	-48.8372	-48.7943	-47.7677	-43.1211	-47.1940	4	5	5
-48.4094	-48.3940	-49.6017	-50.2964	-48.4094	-43.4188	-48.2165	4	5	6
-49.2989	-49.2989	-50.5174	-50.4883	-49.1467	-43.6779	-48.8382	1	6	6
