0.000000	0.000000	1.556291	1.525417	0.179876	3.304125	0.460629	1	0	0
0.000000	0.242894	0.043448	0.000000	0.530682	2.868409	0.667473	3	0	1
0.000000	0.000000	1.716902	0.377791	0.366960	1.278864	0.487809	1	0	2
0.000000	0.000000	1.708710	1.635732	0.298417	2.332155	0.390633	1	0	3
0.000000	0.350740	0.155791	0.000000	0.700510	3.396669	0.744884	3	0	4
0.000000	0.000000	1.483473	1.008498	0.009727	2.445774	0.378228	1	0	5
0.000000	0.000000	1.460727	0.768875	0.167955	3.113700	0.317199	1	0	6
0.000000	2.137693	0.000000	0.186410	2.169142	4.438249	2.646550	2	1	1
0.000000	0.098187	1.534460	0.694341	0.000000	2.233054	0.233366	4	1	2
0.000000	0.383610	0.199605	0.000000	0.311564	2.738976	0.260606	3	1	3
0.000000	2.250274	0.000000	0.074833	2.273695	4.720251	2.224275	2	1	4
0.000000	0.425471	0.000000	0.093756	0.243021	2.523176	0.547519	2	1	5
0.000000	0.245531	0.000000	0.022132	0.515826	2.862855	0.454819	2	1	6
0.000000	1.352212	2.472301	1.447012	0.928931	0.000000	1.562227	5	2	2
0.000000	0.000000	1.851589	1.190929	0.423874	0.825149	0.554962	1	2	3
0.000000	0.000000	1.562152	1.382626	0.003515	2.572985	0.351166	1	2	4
0.000000	0.000000	1.699716	0.480270	0.129069	0.510404	0.474960	1	2	5
0.000000	0.000000	1.655232	0.894985	0.414829	1.179100	0.415422	1	2	6
0.000000	0.000000	1.931722	1.781992	0.481470	2.458265	0.419414	1	3	3
0.000000	0.103466	0.084014	0.000000	0.218349	2.175512	0.747824	3	3	4
0.000000	0.000000	1.598598	1.014704	0.131441	2.299645	0.350943	1	3	5
0.000000	0.000000	1.608083	0.950043	0.287406	2.304729	0.338867	1	3	6
0.000000	2.371696	0.048631	0.000000	2.365082	5.074732	2.856464	3	4	4
0.000000	0.423303	0.024564	0.000000	0.276624	2.832528	0.550361	3	4	5
0.000000	0.305075	0.082219	0.000000	0.641569	3.337128	0.521459	3	4	6
0.000000	0.249861	1.515474	1.558422	0.000000	2.061621	0.573642	4	5	5
0.000000	0.015387	1.392715	0.697998	0.000000	2.405533	0.192928	4	5	6
0.000000	0.000000	1.366463	1.395534	0.152133	3.036001	0.460690	1	6	6
